42,"how know? you know, I noth schedul day, I might go check out."
43,make account buy roasti judg watches.
44,If we'd put jail
45,"thi tag suifuel. see ruin evening, even though actual noth new."
46,unbelievable. A chad walk random woman make pandem
47,meanwhil incel would get sent jail 10 year sexual abuse.
48,I love peopl say look matter.
49,hope catch aid covid.
50,"it™? unfair, I I would go jail ""he hot"" it™? okay."
51,rape doesnt exist chad
52,thank sweet angel. but mood complet ruined.
53,If ugli would say kill fed alligators.
54,sexual harass claim normi incel only.
55,"thatƒ?? chad, thatƒ?? high tier normie. sub6 law."
56,and peopl say human femal deserv right
57,teenag foid lust chad
58,ye let BE like countri listzeig heil white trash trailer rubbish
59,sdjammer - true american idiot...
60,"quit harass me. I know are, stop. it' pathetic."
61,So villag uganda idiot? probabl kampala.
62,promi lick roid bleed. So happen still stuck daddy' ball ass?
63,"shut fuck up? If seriou depress person, would kill already. comment alway crappi full negativity. stop."
64,lmao dummi mani time said bitch please. I realiz slower shit least attemp keep lmao
65,No girl ever snort you.it' fuck over.
66,Ur fat gay
67,"fatass goober let rapist prison could rape again, time murder witnesses. fuck huckabee."
68,meinsenkaye007: ha! idiot
69,hell left boss? shut whini ho.
70,yeah saw shit yahoo. fuck idiot guy promot rapist idea chad/incel inequ reality.
71,shame use sock puppet troll account.
72,"thanks, i'm pictur incel mario. rage princess peach, damn stacey, cock carousel."
73,"not bitch name phantom trynna attack . lmfao wanna talk tolerance, mf wanna see someon love disord I make fun it, dare stay quiet. lmfao stfu go back room incel"
74,"damn bro incel sure fuck found post, dude say ps5 one buy onlyfans. get bag"
75,a$ap autumn stupid bitch countri state
76,idiot. stop now.
77,weak bitch
78,"hell naw pay attent fat said, get dick"
79,nba ref need get high horses... fuckingggg scum
80,"miriam santiago hallucinating.. think time ombudswoman conchita carpio investig senat miriam santiago color corona.. liar, A thief on...it despic senat interpret law defend corona twist law favor (corona).. idiot senat miriam.. think time junk put trash liabil corrupt woman...wa it, 38 million peso worth hou construct posh villag manila neighbor abhor presenc there..am right that..good commit suicid cannot go life parent certifi corrupt...includ husband say...mahiya magpakamatay lang...mayb redeemed..."
81,fuck ross fuck saigon fuck U bitch as nigga fuck music............it art imit life
82,muthafucka justin beiber manni pacquiao. singer boxer lilttl white boy doesnt know shit fight probabl fist time even touch glove
83,nahh I AM like you'r pussi as cracker....stfu fag!
84,"quit honest, platform xbox, ps3 PC realli matter long passion game enjoy gaming, stfu stupid fan boys, stop bitch internet get play games!"
85,you'r moron.
86,whi pose dodger fan idiot? might clear histori moron. anoth skirt fan exposed!
87,"look wilfr brimley, realli stupid... diebeetez act again... need see profess dementia suffer from... communist state? rest obamanit creat whole country... salut number #1 middl fingers... reason countri go drain half countri dumb (I know realli tough) dumber (nearli impossible)"
88,I say all.. let retard basement?
89,"It seem pirazolo(sp?) cri advanc stupid stori SI gop crybabi losers. As far union hate goes, lanza maliotaki pick NY afl-cio endorsements. denounc them? As far abysm economy, better was, long way go. I guess gonna four year fix mess parti made."
90,A custodi sentenc longer 6 month highli unlikely.
91,"stfu absolut dumbass bag. bush play golf cheney forbid pictur taken US soldiers' casket home probabl great far concerned.when water tree liberti water tree intelligence, too. mayb day sprout get 0 iq."
92,zimmerman great dont dare disrespect him..you black monkey femal primat wor blackmal .that reason rich blackmen alway get white latina wife .you stink disgust nappi hair dirti black skin gorilla lip ashi elbow smell like dodo brown .
93,mother pussy!
94,"So 7, stupid get right?\ror where' link J. powers?\rcrap. i'll lame explan powers."
95,"check hurt f* let! anywho... none business. say ...your'll f left right centr , (terribl grammar spell loser)... about? think know now... ? Do know I am? *juju voice* I could black,white, indian, coloured, purple, male, female, gay, straight... think got figur now.... eish!"
96,"fuck black power, dumb fuck.. shut fuck idiot.. asshol alway gotta bring race someth ruin everything.."
97,"across epitom entitl whoring, freedom leeching, obama licking, america hate liber parasite!"
98,moron!
99,"paranoid delus teabaggi faggi must suckl craze rush limberg weenie. must dream suck flush limberger, because, act irrational."
100,"oh get fuck outta polit shit man, wuz direct asswhole. would behind made song dookie, use differ analogy.and song wack know exactli wack music sound like. song make perfect senc need hatin black peopl like planet congradul ones. comment eat shit fuckk"
101,"yea, guess right. I work microsoft pussi + kool-aid = evil fuck!"
102,whp fuck googl comment bitch nigga stfu
103,"white woman' perspect date black men, educ black men. black woman fuck thug earli adulthood, get knock up, never given nerdi black guy chanc corny. meanwhile, white woman appreci brain charact swag earli stage adulthood hold onto valu throughout life, notic reject black men. So now, see video white woman snatch black woman rejected. life bitch. mad? black woman failur true womanhood. saying."
104,"too, please. unless consid weed drug.then dumb."
105,bitch I bet wouldnt say black person face. internet gangster like funny.
106,gee fed-ex close (delivery) saturday moron :(
107,f'n retard
108,bitch still answer question. fuck clip lebron? answer fuck face.
109,olsen really? kidding. fuck creep
110,you'r idiot spammer.it' like romney fusion-danc slapchop guy.
111,"i'm sharkb8mast r/incels, 21 year old, probabl mental retard around failure. I might dead 4 years."
112,"you incel council, grant rank truecel"
113,"I MM fan rather unfair band members, cant blame pogo dont know ever spoken either them, shut fuck fuck arseholes, sever mm' band mate spoken manson realli like work poor ginger paid lower band mates, get bloodi life"
114,would never kill forc put I track say anoth word kill
115,I meant claim U fuck boi...............bwhahhahahaha
116,"even gents, 27 ricecel, heightcel, bookcel, sometim wonder vocel, quit sure i'd will put dick dumb cunt point. I work banking. femoid employe regard fag friend small build. wa not lucki enough born korean. Im chinese, koreaboo/weaboo pussi me. Im make buck teeth fuck joke at."
117,"the thing desperate, manipul peopl avoid incel."
118,peepin sayin batteri bullshit out. keep energ bullshit. mindless consum believ fairyt mainstream artist talk about. notic money talk thing say peopl gettin money like 95% idiot support clowns. talk dumb asses.*wait shut go get money broke nigga comment*
119,nobodi listen dickhead below. he' get peopl like him.also repli look like dickhead. I warn all.
120,sound queer
121,fuck insan go jail 10(!) year touch someon arm. even the daili mail forum peopl complain that.
122,"shit everi bitch know. spanish, white, black,asian,italian,german,european,russian,austrian, new zealander, canadian,persian,scandinavian,etc. get bitches...fuck talk bout."
123,"need get beat bad!your BF husband bitch nigga, disciplin fat"
124,f*cking serious. goddamn
125,"anoth idiot comment you, wonder idiot."
126,dont play hard get bitch drink beer smoke expect give pussi up.
127,fuck bout ignor bitch
128,"We alreadi gazillion law book protect consumers. obama democrat protect consum stupid choic consumer' ignorance. come routin ron white appropri titl Ca fix stupid appli mani consum nowadays. We could enact enough law protect consum assum monthli incom $600, afford monthli mortgag $500 plu food, util etc. like poor alway us, intelligent."
129,still loser troll!
130,nigga hilarious.
131,moron chargerin
132,"how know? you know, I noth schedul day, I might go check out."
133,"UK prison overcrowded, american prison are, stop american judg give stupidli long sentenc nonviol crimes."
134,person sick
135,thi world beyond saving.
136,I smell dumb $hit. oh stupid post.. moron!
137,imagin world life could potenti ruin - chad touch woman arm.
138,"it™? unfair, I I would go jail ""he hot"" it™? okay."
139,"same woman say this, demand take charg show initiative, touch even kiss her."
140,societi want jail long touch woman. now excuse.
141,"hello there. i'm rel newly-produc 22 incel european hellhol known poland. My ugli subhuman fuck over, biggest misfortun all, sinc that, i'd like ascend. i'v lurker mani months, years. I final fuck courag start ad cringey content here. it' realli nice get community."
142,"thi tag suifuel. see ruin evening, even though actual noth new."
143,"some peopl argu heƒ?? 19 old enough understand autism isnƒ??t excus etc etc etc, thing happen week ago autist boy five year old. five."
144,autist boy (and male sex general) attack.
145,"yes, mainli look social anxiety, I even hard time talk guy imposs talk girl. i'v complet mess chanc everi girl whole city, everi girl think i'm weird. they'r alway talk behind back, even ""friends"", use convers starter girls. I fuck hate"
146,"""sensit gender"" women total replac"
147,"sexual assault ""either way"" offence; tri either court. that magistr send case crown court trial mean griffiths' case particularli serious."
148,"He touch arm waist, clothed, sensit parts. the age differ 2 years; he' posit respons her. he' young, social awkward, volunteers, student decent university. He prior crimin record."
149,If we'd put jail
150,make account buy roasti judg watches.
151,thank sweet angel. but mood complet ruined.
152,hope catch aid covid.
153,I think would breast I moved. when first happen I think much it. I forgot I exam thought weird behaviour.'
154,I love peopl say look matter.
155,unbelievable. A chad walk random woman make pandem
156,nice. kill someon stupid drive car.
157,"I surpris walk away fine, commun servic order, and/or mental health treatment order. mayb suspend sentence."
158,talk laughabl . . . . . . stupid.
159,To chindokae: dumb redneck.
160,well...wash aqnyon whose job involv hairnet wear pant around knee like retard. tht would explain know is.
161,rape doesnt exist chad
162,"hi life alreadi ruined. jfl autist enough googl ""how make friend""."
163,"' house, pathetic!"
164,"stupid comment would think made dick right insid asshole...if start call peopl kale, kuk luo suppo even call kenyan. In mombasa would told you...sura kama varanda Ya kuma...ngombe..trib chieftain dark coat.."
165,fuck
166,meanwhil incel would get sent jail 10 year sexual abuse.
167,"the fact prison overcrowd there' crimewav knife crime like UK mean avoid jail, never gone court."
168,stupid disgusting. sure kin indentur servant penal colony??
169,"hang on, eduardo, what' home address? i'll forc kick down, house, kick out, i'll seriou physic harm you, point out, right self defence!! I hope reali retard argument is, truely!"
170,"i'm basic ugli dude noth valu life. No friend irl, real social life. I spend day watch movi wast away. i'm awkward lonely... femal see rubbish"
171,wow & benefit SO mani win year hi bat nice stupid
172,"I went whole bluepil fall pua scam/bullshit, somehow redpil I final found blackpil life experi start make sense."
173,haha green red loser win moron
174,"24 babi jaw/chin, small skull, big nose, big eyes, masculin found.. former gym coper, current skinni af. fail stem slave, low wage, expert hour rotter."
175,wish could casual carri samurai sword around outfit without look like incel school shooter
176,22 year old manlet blackcel. I still live home famili get treat everywher I go everyon I know like(y guess it) fuck subhuman.
177,"ignorance:lackofknowledge,learning,information. it' okay. fault ignorance; would fault stupid genetic."
178,"stop bein hou nigga ur pale ass....u white black features, european blood runnin ur vein weak"
179,idiot realli believ thu
180,this. have guy seen chad talk girl high school earli uni? cring fuck yet girl teehe funni
181,"you'r dumb, pathetic!"
182,you'r fing moron.
183,you'r idiot!
184,"I realli get bulli anything, realli hate females."
185,ukraini miser hate incel
186,i'm america fool... Go eat bitch!
187,click like button think he' moron.
188,crazi eat pussi fact dont IN gay do... fuck outta bitch
189,peopl like beyond stupid. left bill loser.
190,ref suck suck suck
191,none. We tire bullshit.
192,"got proof fool. that' stupidest comment record. it' republican destroy economy. bush' never feder budget. rememb that. He kept ask 400 billion 500 billion congress. approv it, went straight chine borrow money idiot. chine us. republican respon deregul banks. economi improv obama idiot teabagg like perpetu myth put peopl like koch brother billionair whose messag fit nice racist nature, go it."
193,"racist? seriously? stupid you, exactly?"
194,"No back peddling. let repeat sinc dumb got confused... country' gone... it' gone!! also, call moi, dip shit?! i'm buy covert glaad commercial. dip shit!!"
195,especi scot haney. alway blazon gayness. @fucking:disqus@faggot:disqu
196,brain dead loser. idea talk about. everyth thought may grow be. real man. instead littl punk hide behind computer.
197,much georg soro pay suck dick?
198,wow! got away defamin president! total dick
199,"nacho chomp retards? wow, pleasant you."
200,"30, tallcel, reclusive. fed way woman treat me, way look like I creatur rather human. the recent tip edge. flirty, gorgeou lead week say didnƒ??t ƒ??like thatƒ?? I took treat like princess. fuck redhead bitch."
201,"hahahahah, delus moron."
202,"40, novelty-ti tall (over 6'5""), fat gut butt, skinni arms, job, stem degree, hairlin look like peni wanna support bald look, crook yellow teeth, nose center, anger issues, newli discov alcoholism. life fun. dick ok size noth special. look small giantlet. I may get attent woman public height, quickli lose interest I talk"
203,Oh go kiss goat....and dummycrap insult veterans....even coward-incompetent-chief.....everyon enemy....and fall.....and hard boy.
204,"incell, howev alleg (bi internet femoids, sure trolls) 8/10 ""muh personality"" issu wtf?i never sex 2 gf high shcool. last weeks. use 16 year old kid grade work money gifts. fuel."
205,"bitch say idea incel means, yƒ??all throw word"
206,"I england 21 year old, 5'9. never got anyth woman all, mainli due abnorm larg fuck head gilbert' syndrome, turn skin eye yellow.i twin brother (non ident course) good look plenti girls, sex etc. I younger brother (15 year old, 6 year younger me) good look 6'3."
207,Oh could live world woman werenƒ??t openli take explicitli sex sexual situat guy could stare womenƒ?? chest instead train gay
208,text bot gener lyric think i'm fuck incel lmao
209,lmao guy go suck! giant fg' suck too!
210,"nigga go fuckin hang self loath troll. whi fuck follow comments?!? prove absolut life! video video 2 complet differ situations, comparison. gtfo & finish get ged I violat use mouth eat shit & drink piss."
211,"Uh no. we'r point coloss stupid woman advoc murder next gener women. then, probabl liber sexist happi abl use woman throw away consequ free."
212,"they'r either idiot a$$holes. If they'r idiots, expect ration they'r a$$holes, expect civil"
213,U leav black woman mouth. even ya'll date still mouth. it' unbeliev black men. guy act like littl toddlers. accept respon screw ups. nobodi respect you. damn guy stupid mofos.
214,idiot! racist idiot!
215,I give 3 month spot stage strip club / bar wet shirt contest. bet. anoth 3-6 month porn. classless piec trash moron would believ kill daughter.
216,'poofter' - soft head?idiot.....
217,"Or stop get mad black reach bar!black know bullshit much awar whites. black dumb, realiz lower proport smart blacks. In way black smarter, never realli fell idea black could well school whites. sometim smart people, like intellectu whites, fall dumbest ideas, like egalitarianism. A street nigga would laugh egalitarian stuff right corner: common, nigga, kiddin me? think black folk gon eva good white folk school? comon nigga, get shit outta hurr, nigga nigga. A nigga gotta hustle, nigga gotta street smart, nigga sure hell gon spend life behind microscop comput sum shit like that. Me nigga? imma stay right hurr corner, work chop shop cars, work dee hoes. real nigga"
218,"heh, reason yell. I state obvious. you, sir, ffccking idiot."
219,"need get laid.do everi night good brain, shown daili stupidity. I think i'll ignor you, let show fool are, i'v got better thing do. goodnight."
220,funni VZ refin oil all. it' alway foreign companies.and funni idiot like suspect sabotag none exists.
221,lol... mani time go villag treat patient heart ?all fuck bullshit...
222,"great--you'r silenc woman accu mental illness. total enhanc credibl totally-not-sexist-asshat.say treat peopl respect go fuck evid homicid mania? really? I know homicid maniac deep-seat respect human pro-soci values.no. general. toward devalue, mock, control, shame, otherwi margin women. thing. I veri specif behavior i'v call out."
223,shit funni hell blackman' shit fuck hater
224,pepol like opinnin express give fuck jack like gotta say
225,"interesting.anyon el would say nice adopt young boy.but, 60 year old, fat, hairy, trailer park hag say someth horribl like mr. J young.h keep lean follow great diet, fractal.i wager <i>long</i> worm food mr. J bounc grandbabi knees, malignant-heart useless cow."
226,"jesu fuck christ, entitled, whini bitch."
227,"holi shit, I surpris end news. i'll execut via lethal inject way hell."
228,"holi fuck shit, right. women complet evil, redempt them. even jesu christ would laugh tell go fuck ask forgiveness."
229,women get twitter gener get 100k + like think someth I I get <3 interact get call incel.
230,"get outta MY fuck town, you assholes."
231,"thi guy still retard, go around touch ppl even wanna make friends. idk mayb he' got kind mental disord"
232,meanwhil chad punch shit fist pussi consequ
233,"woman claim broke suffer trauma sub8 lightli touch her, afterward gag chad sweati cock."
234,"evid pain bad actress? Do know anyth el <i>twilight</i>? whi hunker imdb see el done, back say someth stupid said."
235,select word post. you add lightli alreadi bullshit even touch arm hard. He touch waist. that' fuck retard though.
236,what actual fuck. how cuck britain get?
237,"thi disgrace, whole metoo thing disgrace. If someon went ER even kill rel friend mine, I would sad blame"
238,someon ask iƒ??v bad experi incel doesnƒ??t happen multipl time day
239,"she fuck exam want second chanc ""come brave victim"" excus get back in, i'd guess. she ""thinks"" might'v touch breast walk away him. I mean, jesus.. I honestli feel kid"
240,"malala yousafzai shot fuck head still got oxford. thi 17-year-old touch arm waist claim psycholg scarred. wow, like...seriously? hahahahaha"
241,"you'r like littl girl. up, as face!"
242,"lindie0621 4 ago repli design4u1 yes, mexican everi day good god fear americansca seem get day sober.***********************************************************************************************************************no, mexican everyday eric holder order atf allow gun smuggl via fast furiou pathet attempt obama undermin 2nd amendmentn try. Go back bottle, now, canuck"
243,"My got hurt woman decid #yesallwomen incel kingdom, either terribl bait."
244,must look insan ffxiv mutual whenev talk cute uriang spend thr game look like talk like incel
245,wtf site. like fm dont deserv site. fuck wanker.
246,"I tell ""how feel suppos incel disgust you, even fuck you?"""
247,idiot.......................
248,"futbal ka met, ropt jav cifsha juve... yall buch fuck idiot"
249,"lmao realli use statist 2001? anyways, say white male 19% suicid rate. So point? To prove black kill often? wrong. white male suicid 22,000, black male suicid 1,600. slow attend yale."
250,I think today first time I uniron call incel. doe mean i'v made big internet?
251,comment far retard go somewh el
252,least get bail kill entir famili jump build
253,"dude, youƒ??r basic personif incel fedora guy meme combined. and liter neckbeard."
254,"I seriou dislik hypocrit like him. hi fan keep defend him, still major hypocrite. If homophobic, touchi member like that,act gay deni homosexu stupidity. I wish peopl open-minded..."
255,filthi fuck muslim
256,"the guy want friend, even tri hit her. imagin fuck lone googl ''how make friend'' merciless rostaci fuck report sexual assault want engag convers her. If chad would say ''let' fuck'' would drool him. ff [ragefuel] [erfuel] tbh"
257,incel ad worth .......... damn
258,whi reactionari incel element entertain progress circl
259,"thi I stay away foid costs, even look eye. you never shit catch you."
260,"actual say go away dont like i'd completli agr you. everyon right opinion. board shit talk obviously, I read, bother read thing interest in. however... thing post like hey, that' pinterest for. anoth dick everyon feel like they'r attack need defend yourself. annoy read someon support intellectu think behavior articul opinion well enough without say someth like go blow jesu stfu. i'm read realli think anyon disagr deserv respect. is."
261,"hear that, resistance, fifa, littlebigplanet? fuck you!"
262,you'r idiot
263,import enough anyon know that' wrong you. I know moron mother' basement but....
264,stupid fool white peopl stole land SO talk immigr idiot
265,ok i'm go i'm go ignor like dum as repli stupid racial rematk afraican american.blacks/negros....at least black peopl kill peopl white peopl eat
266,dumb a$$ comment ! sarcast truli idiot?
267,evil democrat trash america favorand jump bridge.
268,"oh, lolol anoth weak paranoid arm chair warrior. you'r pathetic."
269,"hole lower back, racism stink straight hole"
270,wow stupid! packer 13 nfl championships.
271,that' because&nbsp; moron hockey knowledge. <br>
272,"perceiv weirdo creep everi singl time chat end cring way.nev ever.ps. ""anonym onlin persona know shit look like """
273,Do mad play like crap I point major reason homoguy
274,If longev need shut fuck mic.
275,it' 4 7 seri moron
276,yall shut fuck dead get
277,screw bro
278,brian know get r.kelli for?... He success wide recogn success r&b act & king r&b..brian seriou get life co pathet string hair kellz stronger weak & pathet ass...fool
279,mad cau poor
280,stupid
281,wouldnt shit knock wouldnt shit.
282,fuck mikal. Do laugh someth I say stupid littl punk bitch. No like you. pussy.
283,yeah. love obama.i moron.
284,"gryla, idiot."
285,anoth fantast articl dick foster. anyon write seriou massiv idiot.
286,shut hell talk shit someon rap better go say shit channel dont comment fuck head go back piec shit trailer back 8 mile
287,bitch fuck old you?? shit teams. silli fag like pull hair sarg he' somewh cashingchecks. Do seriou think give fuck think tranny's?? bitch put kool-aid grow fuck up.
288,brainwash piec crap.
289,fuck wrong retard?
290,never go full retard.
291,"weave, frizzi hate ?"
292,pay logo. content. peopl complain anything. like say shit brown stick back differ color. wtf???
293,@kinguin think would miss time dick friction burns.
294,"well act talk gay like satan, ergo demon poss faggot. congratulations!"
295,lebron sucks. If stud cant shoot 80% free throw line trash. Ca make shot outsid 5 foot either
296,"oh, doubt certainli asshol needed. choo sound like dumb redneck like yourself. cue deliv music..."
297,loser! sorri i'm bitch i'll call it.
298,"this, last night, gorgeous. perfect. My cock face, suck balls, jack off. want. more."
299,repli better lawyers. lol. simpli understand issu stfu. total hypocrit interpret law simpl layman simpl layman' interpret simpli pathet idiotic.
300,Do dildo shove mouth shut fuck up? littl gop whore?
301,U dad alreadi asham cuz dnt know realli cuz mom suck fuc.k crew back days..lmao...now grew hate black wit money cuz know dst mom look for..lol..tel i'll a.ss cuz got mani mile howeva give slow head...lol..lol..lol...
302,"Go fuck kill yourself, worthless piec shit! stefan asswipe, know shit!!!"
303,stop suck industri dick. wont kum warview- homicid valley talkin
304,go say fuck fuckin internet thug definit internet gangster fuck boy femal hear ur argu wit male get fuckin comment fagget
305,.. hero stone still drop much girli pull trigger. put comput get involv nerd boy. Do pathet loser whole life. strap S TF U.
306,hypocrit idiot.
307,ha! ha! ho! ho! he! he!......jimmybhoy1...harryboy50...sam old troll.....ha! ha! ho! ho! he! he!.....roy.tick tock
308,cau dumb know stop pant her....asshole....i hope woke told brother father beat pa out....
309,comment retard are. typic unit hater
310,"i'm stupid? read nonsen comment, base presumpt pull hat?"
311,stupid!!!! geeesh!
312,comment three time dumb alreadi dumb comment i'v read fellow lefties.
313,"yet societi foid mock u trying. If know and/or bulli dehuman long, fuck suppos confid know and/or do?"
314,"littl evid happen often. instead, mani rape victim never get justic brutal crime them. I get sen lot potenti rapist board, would certainli rape could get away it."
315,fuck pornstar lick pusssi plzzzz
316,"idiot. googl word blog, stupid stupid idiot."
317,"and that' count guy get starfish sex wife girlfriends, forc bang fat girls, use escorts."
318,"It surpri brett pickert, I idea fuck are."
319,"right asshole, i'm filthi jew. y<span>ou however, make good pivot circl jerk. If believ me, ask wife. keep diacount herself.\r</span>"
320,"even online, i'm retard come chat females."
321,mother stupid go clinic
322,"well, moron. someth tell that' news you."
323,like diploma (of kind).com get money white (coke) mob (money bitches) stop snitchin make rap career
324,damn HE toss slape as call A bitch....fuckboy as nigga....post BY mr.$mbs$
325,"he. he. he...disgusted? fun bro ... mani idiot defend simeon retard lot life get better idiot president.two year down, economi go dogs. moron still clap yap like clown circus. bro, liar dime dozen. idiot believ them... small lady, someon left someth banal' gate, anonym gave keh doc nail corona, 45 5 properti 12 million dollar daw ... excu ka bro. kulay dilaw kasi ang salamin mo kaya wala kang nakikita. glad, hindi lang ikaw ang idiot - 15 million you."
326,romney: \u2018no one\u2019 ever ask see birth certificate\u2019i fuck liar! I ask sever time site see suppo birth certificate. go produc motherfuker?so mean rich pathet bottom feeder fuk like get obama produc birth certif time time time?
327,fuck yg heatersam read 29\\5\\2012 ^ _ ^ yg love
328,doe chang fact look like fool defend murder
329,skinni shit. misdiagnos aspergers. peopl includ famili took foid doctor word fact. now i'm mad
330,mad I believ ur bullshit? fuck homo wanna thug!
331,broke ass..
332,lol fuckin white fag think sing black smh! lame! untal pale white IS black get it!
333,If white..th racist countri economi sucks. put cretin georg bush got mess stupidity.
334,shut fuck
335,i'm pick fight. i'm say idiot idiot.
336,littl fat cracker good black pussi let drive around think would get laid....good luck poppin pill listen death metal eventu commit suicid emo-fag
337,ymcmb=nigger money. dont hate aint rich fool.
338,fuck dawn
339,anyth time arsenal?? bet guy say arsen finish outsid top 4th..i hope chang fuck brain win titles.. brainless kid
340,fuck idiot.
341,In 50 yr oil use peopl still dessert rock lunch kill other. differ nobodi give cr@p....
342,lmaoo.. could prolli him.. yaah id prolli fuck her... lol
343,first fuck idiot.
344,stupid cunt. could even done research wikipedia fuck found out. thundercunt
345,deni eagl fan? right talk jae fake look mirror trailer trash are.
346,comment like peopl give money casino open handed. knowledg power anoth idiot casino.
347,onc IT wa danc becau IM establish SO IS MY famili dont mean I dont watch network TV OR TV period onli pedophil IS rather support polish death song anyon googl OR yahoo histori IF truli answer TO someth IN histori dont googl research GO read A book rather kid sing death TO DO someth SO innoc AS danc like I said befor get fuck ON dumb shit becau like IM human I like TO BE entertain IT IS OF view IT view isnt MY view obviou
348,"well , I know I have. To bad know appar , extrem disappoint it."
349,Oh look tough behind computer. someth stfu
350,you'r idiot baldo.
351,suck bag dick kal.
352,"set dpalso, fuck luke scott. fuck"
353,"I know sexual assault is. i'm guy I know sexual assault realli is! A slight touch arm!? smh. the girl could said ""do not touch me""! now like touch knee get charg touch arm!? jesus, easi get troubl sexual harass day day go on, gonna get worse!"
354,anybodi I mean ani motherfuck confu bill pullman bill paxton IS A fuck imbecil beneath contempt
355,fat peopl safeti concern flight. peopl need get plane quickli fat butt way. I would problem trampl you.
356,"dexos, must kind idiot. poor famili lost life' work fire."
357,hate racist inbr whitepeoplethat'swhi stay fuck ya'll dumb may pussi may day bitch
358,the crispi creami pill brutal
359,"i'm sure dumb-asses, like yourself, troll full forc next president...romney. boyhollow mean...or know?"
360,spew blind hatred? Do realli fair/just mind head?
361,hate countri
362,verita uninform or... simpli idiot.
363,weirder pooface. liter comment everyon shit across omg facts. everi singl page stupid it. get life.
364,I punch hippi bitch face!
365,@nickiminaj1 - bout know right noth say crowl back littl hole shut f okay
366,idiot
367,@teeboowahah your' onli 14? fpff tell ME TO do? i'm waay older call A bitch A fug? douch bag bitch I wanna punch eyeb kill YA fuckya
368,"peopl sell grandmoth twenti buck think feel hurt post mugshot internet? really, think it. sell medic sick that' made chalk dirt lose sleep it. suddenli expect bunch dotc a55 hole what' right. get it."
369,"he' roid sucker, delet comment damn mod."
370,"lol work up. I mention need score kill game increa goal difference, go place say i'm moron? you'r make sen here. you'r sod off, make sure learn read english properli troll. fail loser"
371,fuck stupid
372,idiot clearli understand exactli cau recess it. shut trap go research start spout like actual know something. obviou
373,@xpeachrose7you'r NO life cuz watch tutori bitch
374,"white peopl fuckin straight weirdos!!!! shit sick, I bet father proud I ever wanna hear anoth black racist joke anoth white person ever again! loo booti crackers! definit black dick her!"
375,To mr. bloom idiot berg: mom!
376,GF see watch gay porn >
